id,year,state_name,state_code,district_name,district_code,block_name,block_code,village_name,village_code,nutrient_type,nutrient_name,nutrient_level,value,old_district_name
9922960,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Penchikapadu,576266,Macro,Potassium,Medium,269,Mahabubnagar
9922961,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Penchikapadu,576266,Macro,Soil Ph,Acidic,0,Mahabubnagar
9922962,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Penchikapadu,576266,Macro,Soil Ph,Alkaline,0,Mahabubnagar
9922963,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Penchikapadu,576266,Macro,Soil Ph,Neutral,388,Mahabubnagar
9922964,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Penchikapadu,576266,Micro,Boron,Deficient,195,Mahabubnagar
9922965,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Penchikapadu,576266,Micro,Boron,Sufficient,193,Mahabubnagar
9922966,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Penchikapadu,576266,Micro,Copper,Deficient,0,Mahabubnagar
9922967,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Penchikapadu,576266,Micro,Copper,Sufficient,387,Mahabubnagar
9922968,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Penchikapadu,576266,Micro,Iron,Deficient,300,Mahabubnagar
9922969,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Penchikapadu,576266,Micro,Iron,Sufficient,88,Mahabubnagar
9922970,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Penchikapadu,576266,Micro,Manganese,Deficient,7,Mahabubnagar
9922971,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Penchikapadu,576266,Micro,Manganese,Sufficient,381,Mahabubnagar
9922972,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Penchikapadu,576266,Micro,Sulphur,Deficient,99,Mahabubnagar
9922973,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Penchikapadu,576266,Micro,Sulphur,Sufficient,289,Mahabubnagar
9922974,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Penchikapadu,576266,Micro,Zinc,Deficient,5,Mahabubnagar
9922975,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Penchikapadu,576266,Micro,Zinc,Sufficient,383,Mahabubnagar
9922976,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Macro,Electrical Conductivity,Non Saline,470,Mahabubnagar
9922977,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Macro,Electrical Conductivity,Saline,0,Mahabubnagar
9922978,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Macro,Nitrogen,High,0,Mahabubnagar
9922979,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Macro,Nitrogen,Low,422,Mahabubnagar
9922980,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Macro,Nitrogen,Medium,49,Mahabubnagar
9922981,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Macro,Organic Carbon,High,0,Mahabubnagar
9922982,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Macro,Organic Carbon,Low,466,Mahabubnagar
9922983,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Macro,Organic Carbon,Medium,5,Mahabubnagar
9922984,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Macro,Phosphorus,High,473,Mahabubnagar
9922985,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Macro,Phosphorus,Low,0,Mahabubnagar
9922986,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Macro,Phosphorus,Medium,0,Mahabubnagar
9922987,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Macro,Potassium,High,34,Mahabubnagar
9922988,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Macro,Potassium,Low,130,Mahabubnagar
9922989,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Macro,Potassium,Medium,309,Mahabubnagar
9922990,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Macro,Soil Ph,Acidic,0,Mahabubnagar
9922991,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Macro,Soil Ph,Alkaline,0,Mahabubnagar
9922992,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Macro,Soil Ph,Neutral,468,Mahabubnagar
9922993,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Micro,Boron,Deficient,3,Mahabubnagar
9922994,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Micro,Boron,Sufficient,470,Mahabubnagar
9922995,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Micro,Copper,Deficient,0,Mahabubnagar
9922996,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Micro,Copper,Sufficient,473,Mahabubnagar
9922997,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Micro,Iron,Deficient,242,Mahabubnagar
9922998,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Micro,Iron,Sufficient,232,Mahabubnagar
9922999,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Micro,Manganese,Deficient,13,Mahabubnagar
9923000,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Micro,Manganese,Sufficient,461,Mahabubnagar
9923001,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Micro,Sulphur,Deficient,139,Mahabubnagar
9923002,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Micro,Sulphur,Sufficient,334,Mahabubnagar
9923003,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Micro,Zinc,Deficient,5,Mahabubnagar
9923004,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Rayapuram,576265,Micro,Zinc,Sufficient,468,Mahabubnagar
9923005,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Macro,Electrical Conductivity,Non Saline,182,Mahabubnagar
9923006,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Macro,Electrical Conductivity,Saline,0,Mahabubnagar
9923007,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Macro,Nitrogen,High,0,Mahabubnagar
9923008,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Macro,Nitrogen,Low,140,Mahabubnagar
9923009,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Macro,Nitrogen,Medium,42,Mahabubnagar
9923010,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Macro,Organic Carbon,High,0,Mahabubnagar
9923011,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Macro,Organic Carbon,Low,175,Mahabubnagar
9923012,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Macro,Organic Carbon,Medium,7,Mahabubnagar
9923013,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Macro,Phosphorus,High,182,Mahabubnagar
9923014,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Macro,Phosphorus,Low,0,Mahabubnagar
9923015,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Macro,Phosphorus,Medium,0,Mahabubnagar
9923016,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Macro,Potassium,High,0,Mahabubnagar
9923017,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Macro,Potassium,Low,33,Mahabubnagar
9923018,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Macro,Potassium,Medium,149,Mahabubnagar
9923019,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Macro,Soil Ph,Acidic,0,Mahabubnagar
9923020,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Macro,Soil Ph,Alkaline,0,Mahabubnagar
9923021,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Macro,Soil Ph,Neutral,182,Mahabubnagar
9923022,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Micro,Boron,Deficient,0,Mahabubnagar
9923023,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Micro,Boron,Sufficient,182,Mahabubnagar
9923024,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Micro,Copper,Deficient,0,Mahabubnagar
9923025,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Micro,Copper,Sufficient,182,Mahabubnagar
9923026,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Micro,Iron,Deficient,91,Mahabubnagar
9923027,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Micro,Iron,Sufficient,91,Mahabubnagar
9923028,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Micro,Manganese,Deficient,0,Mahabubnagar
9923029,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Micro,Manganese,Sufficient,182,Mahabubnagar
9923030,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Micro,Sulphur,Deficient,84,Mahabubnagar
9923031,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Micro,Sulphur,Sufficient,98,Mahabubnagar
9923032,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Micro,Zinc,Deficient,20,Mahabubnagar
9923033,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thappetlamorsu,576268,Micro,Zinc,Sufficient,162,Mahabubnagar
9923034,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Macro,Electrical Conductivity,Non Saline,1,Mahabubnagar
9923035,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Macro,Electrical Conductivity,Saline,0,Mahabubnagar
9923036,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Macro,Nitrogen,High,0,Mahabubnagar
9923037,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Macro,Nitrogen,Low,1,Mahabubnagar
9923038,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Macro,Nitrogen,Medium,0,Mahabubnagar
9923039,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Macro,Organic Carbon,High,0,Mahabubnagar
9923040,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Macro,Organic Carbon,Low,1,Mahabubnagar
9923041,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Macro,Organic Carbon,Medium,0,Mahabubnagar
9923042,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Macro,Phosphorus,High,1,Mahabubnagar
9923043,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Macro,Phosphorus,Low,0,Mahabubnagar
9923044,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Macro,Phosphorus,Medium,0,Mahabubnagar
9923178,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Gidda,571310,Micro,Zinc,Sufficient,99,Nizamabad
9923045,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Macro,Potassium,High,0,Mahabubnagar
9923046,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Macro,Potassium,Low,0,Mahabubnagar
9923047,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Macro,Potassium,Medium,1,Mahabubnagar
9923048,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Macro,Soil Ph,Acidic,0,Mahabubnagar
9923049,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Macro,Soil Ph,Alkaline,0,Mahabubnagar
9923050,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Macro,Soil Ph,Neutral,1,Mahabubnagar
9923051,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Micro,Boron,Deficient,0,Mahabubnagar
9923052,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Micro,Boron,Sufficient,1,Mahabubnagar
9923053,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Micro,Copper,Deficient,0,Mahabubnagar
9923054,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Micro,Copper,Sufficient,1,Mahabubnagar
9923055,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Micro,Iron,Deficient,0,Mahabubnagar
9923056,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Micro,Iron,Sufficient,1,Mahabubnagar
9923057,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Micro,Manganese,Deficient,0,Mahabubnagar
9923058,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Micro,Manganese,Sufficient,1,Mahabubnagar
9923059,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Micro,Sulphur,Deficient,0,Mahabubnagar
9923060,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Micro,Sulphur,Sufficient,1,Mahabubnagar
9923061,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Micro,Zinc,Deficient,0,Mahabubnagar
9923062,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Thummalacheruvu,576261,Micro,Zinc,Sufficient,1,Mahabubnagar
9923063,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Macro,Electrical Conductivity,Non Saline,131,Mahabubnagar
9923064,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Macro,Electrical Conductivity,Saline,0,Mahabubnagar
9923065,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Macro,Nitrogen,High,0,Mahabubnagar
9923066,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Macro,Nitrogen,Low,131,Mahabubnagar
9923067,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Macro,Nitrogen,Medium,0,Mahabubnagar
9923068,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Macro,Organic Carbon,High,0,Mahabubnagar
9923069,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Macro,Organic Carbon,Low,64,Mahabubnagar
9923070,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Macro,Organic Carbon,Medium,67,Mahabubnagar
9923071,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Macro,Phosphorus,High,131,Mahabubnagar
9923072,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Macro,Phosphorus,Low,0,Mahabubnagar
9923073,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Macro,Phosphorus,Medium,0,Mahabubnagar
9923074,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Macro,Potassium,High,0,Mahabubnagar
9923075,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Macro,Potassium,Low,0,Mahabubnagar
9923076,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Macro,Potassium,Medium,131,Mahabubnagar
9923077,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Macro,Soil Ph,Acidic,0,Mahabubnagar
9923078,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Macro,Soil Ph,Alkaline,0,Mahabubnagar
9923079,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Macro,Soil Ph,Neutral,131,Mahabubnagar
9923080,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Micro,Boron,Deficient,16,Mahabubnagar
9923081,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Micro,Boron,Sufficient,115,Mahabubnagar
9923082,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Micro,Copper,Deficient,0,Mahabubnagar
9923083,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Micro,Copper,Sufficient,131,Mahabubnagar
9923084,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Micro,Iron,Deficient,2,Mahabubnagar
9923085,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Micro,Iron,Sufficient,129,Mahabubnagar
9923086,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Micro,Manganese,Deficient,0,Mahabubnagar
9923087,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Micro,Manganese,Sufficient,131,Mahabubnagar
9923088,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Micro,Sulphur,Deficient,44,Mahabubnagar
9923089,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Micro,Sulphur,Sufficient,87,Mahabubnagar
9923090,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Micro,Zinc,Deficient,0,Mahabubnagar
9923091,2024-25,Telangana,36,Jogulamba Gadwal,695,Ghattu,5224,Yellamdoddi,576271,Micro,Zinc,Sufficient,131,Mahabubnagar
9923092,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Macro,Electrical Conductivity,Non Saline,427,Nizamabad
9923093,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Macro,Electrical Conductivity,Saline,0,Nizamabad
9923094,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Macro,Nitrogen,High,38,Nizamabad
9923095,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Macro,Nitrogen,Low,321,Nizamabad
9923096,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Macro,Nitrogen,Medium,68,Nizamabad
9923097,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Macro,Organic Carbon,High,64,Nizamabad
9923098,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Macro,Organic Carbon,Low,219,Nizamabad
9923099,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Macro,Organic Carbon,Medium,144,Nizamabad
9923100,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Macro,Phosphorus,High,307,Nizamabad
9923101,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Macro,Phosphorus,Low,27,Nizamabad
9923102,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Macro,Phosphorus,Medium,93,Nizamabad
9923103,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Macro,Potassium,High,72,Nizamabad
9923104,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Macro,Potassium,Low,155,Nizamabad
9923105,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Macro,Potassium,Medium,200,Nizamabad
9923106,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Macro,Soil Ph,Acidic,0,Nizamabad
9923107,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Macro,Soil Ph,Alkaline,1,Nizamabad
9923108,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Macro,Soil Ph,Neutral,424,Nizamabad
9923110,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Micro,Boron,Sufficient,374,Nizamabad
9923111,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Micro,Copper,Deficient,4,Nizamabad
9923112,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Micro,Copper,Sufficient,420,Nizamabad
9923113,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Micro,Iron,Deficient,47,Nizamabad
9923114,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Micro,Iron,Sufficient,378,Nizamabad
9923115,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Micro,Manganese,Deficient,32,Nizamabad
9923116,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Micro,Manganese,Sufficient,393,Nizamabad
9923117,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Micro,Sulphur,Deficient,72,Nizamabad
9923118,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Micro,Sulphur,Sufficient,355,Nizamabad
9923119,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Micro,Zinc,Deficient,87,Nizamabad
9923120,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Annaram,571279,Micro,Zinc,Sufficient,338,Nizamabad
9923121,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Ghanpur (R),571288,Macro,Electrical Conductivity,Non Saline,83,Nizamabad
9923122,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Ghanpur (R),571288,Macro,Electrical Conductivity,Saline,0,Nizamabad
9923123,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Ghanpur (R),571288,Macro,Nitrogen,High,0,Nizamabad
9923124,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Ghanpur (R),571288,Macro,Nitrogen,Low,83,Nizamabad
9923125,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Ghanpur (R),571288,Macro,Nitrogen,Medium,0,Nizamabad
9923126,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Ghanpur (R),571288,Macro,Organic Carbon,High,18,Nizamabad
9923127,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Ghanpur (R),571288,Macro,Organic Carbon,Low,40,Nizamabad
9923128,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Ghanpur (R),571288,Macro,Organic Carbon,Medium,25,Nizamabad
9923129,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Ghanpur (R),571288,Macro,Phosphorus,High,80,Nizamabad
9923130,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Ghanpur (R),571288,Macro,Phosphorus,Low,1,Nizamabad
9923131,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Ghanpur (R),571288,Macro,Phosphorus,Medium,2,Nizamabad
9923132,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Ghanpur (R),571288,Macro,Potassium,High,28,Nizamabad
9923133,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Ghanpur (R),571288,Macro,Potassium,Low,3,Nizamabad
9923134,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Ghanpur (R),571288,Macro,Potassium,Medium,52,Nizamabad
9923135,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Ghanpur (R),571288,Macro,Soil Ph,Acidic,0,Nizamabad
9923136,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Ghanpur (R),571288,Macro,Soil Ph,Alkaline,0,Nizamabad
9923137,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Ghanpur (R),571288,Macro,Soil Ph,Neutral,83,Nizamabad
9923138,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Ghanpur (R),571288,Micro,Boron,Deficient,11,Nizamabad
9923139,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Ghanpur (R),571288,Micro,Boron,Sufficient,72,Nizamabad
9923140,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Ghanpur (R),571288,Micro,Copper,Deficient,0,Nizamabad
9923141,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Ghanpur (R),571288,Micro,Copper,Sufficient,83,Nizamabad
9923142,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Ghanpur (R),571288,Micro,Iron,Deficient,2,Nizamabad
9923143,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Ghanpur (R),571288,Micro,Iron,Sufficient,81,Nizamabad
9923144,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Ghanpur (R),571288,Micro,Manganese,Deficient,1,Nizamabad
9923145,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Ghanpur (R),571288,Micro,Manganese,Sufficient,82,Nizamabad
9923146,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Ghanpur (R),571288,Micro,Sulphur,Deficient,20,Nizamabad
9923147,2024-25,Telangana,36,Kamareddy,685,Ramareddy,7248,Ghanpur (R),571288,Micro,Sulphur,Sufficient,63,Nizamabad
